gene_name,uniprot,hgnc_symbol,ensembl
CRABP2,P29373,CRABP2,ENSG00000143320
COL4A5,P29400,COL4A5,ENSG00000188153
IL12A,P29459,IL12A,ENSG00000168811
IL12B,P29460,IL12B,ENSG00000113302
CD40LG,P29965,CD40LG,ENSG00000102245
CD6,P30203,CD6,ENSG00000013725
BDKRB2,P30411,BDKRB2,ENSG00000168398
HLA-F,P30511,HLA-F,ENSG00000206509
HLA-F,P30511,HLA-F,ENSG00000137403
HLA-F,P30511,HLA-F,ENSG00000235220
HLA-F,P30511,HLA-F,ENSG00000237508
HLA-F,P30511,HLA-F,ENSG00000229698
AVPR2,P30518,AVPR2,ENSG00000126895
AXL,P30530,AXL,ENSG00000167601
CHRNA5,P30532,CHRNA5,ENSG00000169684
LRPAP1,P30533,LRPAP1,ENSG00000163956
ADORA1,P30542,ADORA1,ENSG00000163485
GRPR,P30550,GRPR,ENSG00000126010
AGTR1,P30556,AGTR1,ENSG00000144891
OXTR,P30559,OXTR,ENSG00000180914
SSTR1,P30872,SSTR1,ENSG00000139874
SSTR2,P30874,SSTR2,ENSG00000180616
CHRNB4,P30926,CHRNB4,ENSG00000117971
HTR1F,P30939,HTR1F,ENSG00000179097
GNRHR,P30968,GNRHR,ENSG00000109163
CALCR,P30988,CALCR,ENSG00000004948
NTS,P30990,NTS,ENSG00000133636
CD52,P31358,CD52,ENSG00000169442
FGF9,P31371,FGF9,ENSG00000102678
SSTR4,P31391,SSTR4,ENSG00000132671
IL2RG,P31785,IL2RG,ENSG00000147168
CEACAM8,P31997,CEACAM8,ENSG00000124469
L1CAM,P32004,L1CAM,ENSG00000198910
CCKAR,P32238,CCKAR,ENSG00000163394
CCKBR,P32239,CCKBR,ENSG00000110148
VIPR1,P32241,VIPR1,ENSG00000114812
MC4R,P32245,MC4R,ENSG00000166603
CCR1,P32246,CCR1,ENSG00000163823
CCR7,P32248,CCR7,ENSG00000126353
CHRNA3,P32297,CHRNA3,ENSG00000080644
CXCR5,P32302,CXCR5,ENSG00000160683
SSTR3,P32745,SSTR3,ENSG00000278195
IFNA8,P32881,IFNA8,ENSG00000120242
CSF2RB,P32927,CSF2RB,ENSG00000100368
ICAM3,P32942,ICAM3,ENSG00000076662
CD70,P32970,CD70,ENSG00000125726
TNFSF8,P32971,TNFSF8,ENSG00000106952
MC5R,P33032,MC5R,ENSG00000176136
CDH5,P33151,CDH5,ENSG00000179776
CD80,P33681,CD80,ENSG00000121594
NTF4,P34130,NTF4,ENSG00000225950
RYK,P34925,RYK,ENSG00000163785
HTR7,P34969,HTR7,ENSG00000148680
CNR2,P34972,CNR2,ENSG00000188822
TRHR,P34981,TRHR,ENSG00000174417
PTGER1,P34995,PTGER1,ENSG00000160951
CRHR1,P34998,CRHR1,ENSG00000120088
CRHR1,P34998,CRHR1,ENSG00000276191
BTC,P35070,BTC,ENSG00000174808
IL13,P35225,IL13,ENSG00000169194
ADM,P35318,ADM,ENSG00000148926
SSTR5,P35346,SSTR5,ENSG00000162009
ADRA1A,P35348,ADRA1A,ENSG00000120907
HRH1,P35367,HRH1,ENSG00000196639
ADRA1B,P35368,ADRA1B,ENSG00000170214
OPRM1,P35372,OPRM1,ENSG00000112038
RORA,P35398,RORA,ENSG00000069667
PTGER4,P35408,PTGER4,ENSG00000171522
APLNR,P35414,APLNR,ENSG00000134817
THBS2,P35442,THBS2,ENSG00000186340
DRD3,P35462,DRD3,ENSG00000151577
FBN1,P35555,FBN1,ENSG00000166147
BSG,P35613,BSG,ENSG00000172270
FLT4,P35916,FLT4,ENSG00000037280
KDR,P35968,KDR,ENSG00000128052
GGT5,P36269,GGT5,ENSG00000099998
CHRNA7,P36544,CHRNA7,ENSG00000175344
FLT3,P36888,FLT3,ENSG00000122025
BMPR1A,P36894,BMPR1A,ENSG00000107779
ACVR1B,P36896,ACVR1B,ENSG00000135503
TGFBR1,P36897,TGFBR1,ENSG00000106799
LTBR,P36941,LTBR,ENSG00000111321
ACVRL1,P37023,ACVRL1,ENSG00000139567
HSD17B3,P37058,HSD17B3,ENSG00000130948
TGFBR2,P37173,TGFBR2,ENSG00000163513
PPARG,P37231,PPARG,ENSG00000132170
AVPR1A,P37288,AVPR1A,ENSG00000166148
IFNGR2,P38484,IFNGR2,ENSG00000159128
IFNGR2,P38484,IFNGR2,ENSG00000262795
ITGAE,P38570,ITGAE,ENSG00000083457
LIPA,P38571,LIPA,ENSG00000107798
COL15A1,P39059,COL15A1,ENSG00000204291
COL18A1,P39060,COL18A1,ENSG00000182871
GDNF,P39905,GDNF,ENSG00000168621
IL6ST,P40189,IL6ST,ENSG00000134352
CEACAM6,P40199,CEACAM6,ENSG00000086548
CD96,P40200,CD96,ENSG00000153283
THPO,P40225,THPO,ENSG00000090534
MPL,P40238,MPL,ENSG00000117400
IL15,P40933,IL15,ENSG00000164136
OPRD1,P41143,OPRD1,ENSG00000116329
OPRK1,P41145,OPRK1,ENSG00000082556
OPRL1,P41146,OPRL1,ENSG00000125510
LEP,P41159,LEP,ENSG00000174697
CD200,P41217,CD200,ENSG00000091972
WNT5A,P41221,WNT5A,ENSG00000114251
TNFSF9,P41273,TNFSF9,ENSG00000125657
VIPR2,P41587,VIPR2,ENSG00000106018
HTR2B,P41595,HTR2B,ENSG00000135914
CCR2,P41597,CCR2,ENSG00000121807
MC3R,P41968,MC3R,ENSG00000124089
CD86,P42081,CD86,ENSG00000114013
ASIP,P42127,ASIP,ENSG00000101440
AKR1C3,P42330,AKR1C3,ENSG00000196139
IL12RB1,P42701,IL12RB1,ENSG00000096996
LIFR,P42702,LIFR,ENSG00000113594
CXCL5,P42830,CXCL5,ENSG00000163735
GDF5,P43026,GDF5,ENSG00000125965
PTGFR,P43088,PTGFR,ENSG00000122420
PTGER3,P43115,PTGER3,ENSG00000050628
PTGER2,P43116,PTGER2,ENSG00000125384
PTGIR,P43119,PTGIR,ENSG00000160013
DCC,P43146,DCC,ENSG00000187323
GLP1R,P43220,GLP1R,ENSG00000112164
TNFRSF4,P43489,TNFRSF4,ENSG00000186827
KIR2DL1,P43626,KIR2DL1,ENSG00000276625
KIR2DL1,P43626,KIR2DL1,ENSG00000273794
KIR2DL1,P43626,KIR2DL1,ENSG00000278738
KIR2DL1,P43626,KIR2DL1,ENSG00000125498
KIR2DL1,P43626,KIR2DL1,ENSG00000278495
KIR2DL1,P43626,KIR2DL1,ENSG00000278821
KIR2DL1,P43626,KIR2DL1,ENSG00000277833
KIR2DL3,P43628,KIR2DL3,ENSG00000284510
KIR2DL3,P43628,KIR2DL3,ENSG00000274830
KIR2DL3,P43628,KIR2DL3,ENSG00000278327
KIR2DL3,P43628,KIR2DL3,ENSG00000283702
KIR2DL3,P43628,KIR2DL3,ENSG00000284333
KIR2DL3,P43628,KIR2DL3,ENSG00000283708
KIR2DL3,P43628,KIR2DL3,ENSG00000277924
KIR2DL3,P43628,KIR2DL3,ENSG00000283790
KIR2DL3,P43628,KIR2DL3,ENSG00000276459
KIR2DL3,P43628,KIR2DL3,ENSG00000274108
KIR2DL3,P43628,KIR2DL3,ENSG00000274402
KIR2DL3,P43628,KIR2DL3,ENSG00000276218
KIR2DL3,P43628,KIR2DL3,ENSG00000276590
KIR2DL3,P43628,KIR2DL3,ENSG00000274952
KIR2DL3,P43628,KIR2DL3,ENSG00000277317
KIR2DL3,P43628,KIR2DL3,ENSG00000274410
KIR2DL3,P43628,KIR2DL3,ENSG00000277484
KIR2DL3,P43628,KIR2DL3,ENSG00000277554
KIR2DL3,P43628,KIR2DL3,ENSG00000275623
KIR2DL3,P43628,KIR2DL3,ENSG00000275008
KIR2DL3,P43628,KIR2DL3,ENSG00000243772
KIR2DL3,P43628,KIR2DL3,ENSG00000284504
KIR2DL3,P43628,KIR2DL3,ENSG00000273887
KIR2DL3,P43628,KIR2DL3,ENSG00000275658
KIR3DL1,P43629,KIR3DL1,ENSG00000275288
KIR3DL1,P43629,KIR3DL1,ENSG00000284426
KIR3DL1,P43629,KIR3DL1,ENSG00000276423
KIR3DL1,P43629,KIR3DL1,ENSG00000274036
KIR3DL1,P43629,KIR3DL1,ENSG00000284342
KIR3DL1,P43629,KIR3DL1,ENSG00000167633
KIR3DL2,P43630,KIR3DL2,ENSG00000283951
KIR3DL2,P43630,KIR3DL2,ENSG00000278809
KIR3DL2,P43630,KIR3DL2,ENSG00000284063
KIR3DL2,P43630,KIR3DL2,ENSG00000283975
KIR3DL2,P43630,KIR3DL2,ENSG00000277181
KIR3DL2,P43630,KIR3DL2,ENSG00000284381
KIR3DL2,P43630,KIR3DL2,ENSG00000276357
KIR3DL2,P43630,KIR3DL2,ENSG00000274722
KIR3DL2,P43630,KIR3DL2,ENSG00000275416
KIR3DL2,P43630,KIR3DL2,ENSG00000278474
KIR3DL2,P43630,KIR3DL2,ENSG00000275626
KIR3DL2,P43630,KIR3DL2,ENSG00000276004
KIR3DL2,P43630,KIR3DL2,ENSG00000278442
KIR3DL2,P43630,KIR3DL2,ENSG00000278361
KIR3DL2,P43630,KIR3DL2,ENSG00000240403
KIR3DL2,P43630,KIR3DL2,ENSG00000276739
KIR3DL2,P43630,KIR3DL2,ENSG00000275566
KIR3DL2,P43630,KIR3DL2,ENSG00000275083
CHRNA4,P43681,CHRNA4,ENSG00000101204
GPR1,P46091,GPR1,ENSG00000183671
GPR1,P46091,GPR1,ENSG00000283448
CCR10,P46092,CCR10,ENSG00000184451
XCR1,P46094,XCR1,ENSG00000173578
HTR3A,P46098,HTR3A,ENSG00000166736
BAG6,P46379,BAG6,ENSG00000229524
BAG6,P46379,BAG6,ENSG00000204463
BAG6,P46379,BAG6,ENSG00000234651
BAG6,P46379,BAG6,ENSG00000233348
BAG6,P46379,BAG6,ENSG00000228760
BAG6,P46379,BAG6,ENSG00000096155
BAG6,P46379,BAG6,ENSG00000227761
NOTCH1,P46531,NOTCH1,ENSG00000148400
ASMT,P46597,ASMT,ENSG00000196433
BDKRB1,P46663,BDKRB1,ENSG00000100739
GALR1,P47211,GALR1,ENSG00000166573
GCGR,P47871,GCGR,ENSG00000215644
SCTR,P47872,SCTR,ENSG00000080293
ALDH1A3,P47895,ALDH1A3,ENSG00000184254
HTR5A,P47898,HTR5A,ENSG00000157219
AVPR1B,P47901,AVPR1B,ENSG00000198049
XCL1,P47992,XCL1,ENSG00000143184
FASLG,P48023,FASLG,ENSG00000117560
MTNR1A,P48039,MTNR1A,ENSG00000168412
CXCL12,P48061,CXCL12,ENSG00000107562
NPBWR1,P48145,NPBWR1,ENSG00000183729
NPBWR2,P48146,NPBWR2,ENSG00000277339
NPBWR2,P48146,NPBWR2,ENSG00000125522
LEPR,P48357,LEPR,ENSG00000116678
RXRG,P48443,RXRG,ENSG00000143171
GIPR,P48546,GIPR,ENSG00000010310
IFNAR2,P48551,IFNAR2,ENSG00000159110
NMU,P48645,NMU,ENSG00000109255
ADGRE5,P48960,ADGRE5,ENSG00000123146
PTH2R,P49190,PTH2R,ENSG00000144407
CX3CR1,P49238,CX3CR1,ENSG00000168329
MTNR1B,P49286,MTNR1B,ENSG00000134640
CXCR3,P49682,CXCR3,ENSG00000186810
PRLHR,P49683,PRLHR,ENSG00000119973
GPR15,P49685,GPR15,ENSG00000154165
PGF,P49763,PGF,ENSG00000119630
VEGFB,P49765,VEGFB,ENSG00000173511
VEGFC,P49767,VEGFC,ENSG00000150630
FLT3LG,P49771,FLT3LG,ENSG00000090554
ENTPD1,P49961,ENTPD1,ENSG00000138185
AGTR2,P50052,AGTR2,ENSG00000180772
HTR6,P50406,HTR6,ENSG00000158748
TNFSF10,P50591,TNFSF10,ENSG00000121858
RORC,P51449,RORC,ENSG00000143365
INSL3,P51460,INSL3,ENSG00000248099
GPC3,P51654,GPC3,ENSG00000147257
CCL11,P51671,CCL11,ENSG00000172156
CCR3,P51677,CCR3,ENSG00000183625
CCR4,P51679,CCR4,ENSG00000183813
CCR5,P51681,CCR5,ENSG00000160791
CCR6,P51684,CCR6,ENSG00000112486
CCR8,P51685,CCR8,ENSG00000179934
CCR9,P51686,CCR9,ENSG00000173585
PLXNA3,P51805,PLXNA3,ENSG00000130827
GPR143,P51810,GPR143,ENSG00000101850
AKR1D1,P51857,AKR1D1,ENSG00000122787
EFNA3,P52797,EFNA3,ENSG00000143590
EFNA4,P52798,EFNA4,ENSG00000243364
EFNB2,P52799,EFNB2,ENSG00000125266
EFNA5,P52803,EFNA5,ENSG00000184349
COL4A4,P53420,COL4A4,ENSG00000081052
ITGA8,P53708,ITGA8,ENSG00000077943
SLC16A1,P53985,SLC16A1,ENSG00000281917
SLC16A1,P53985,SLC16A1,ENSG00000155380
EPHB3,P54753,EPHB3,ENSG00000182580
EPHA5,P54756,EPHA5,ENSG00000145242
EPHB4,P54760,EPHB4,ENSG00000196411
EPHB1,P54762,EPHB1,ENSG00000154928
EPHA4,P54764,EPHA4,ENSG00000116106
GAS1,P54826,GAS1,ENSG00000180447
NR1H2,P55055,NR1H2,ENSG00000131408
DIO3,P55073,DIO3,ENSG00000197406
FGF8,P55075,FGF8,ENSG00000107831
UCN,P55089,UCN,ENSG00000163794
INHBC,P55103,INHBC,ENSG00000175189
GDF10,P55107,GDF10,ENSG00000266524
CDH6,P55285,CDH6,ENSG00000113361
CCL23,P55773,CCL23,ENSG00000274736
CCL23,P55773,CCL23,ENSG00000276114
CCL18,P55774,CCL18,ENSG00000275385
CCL18,P55774,CCL18,ENSG00000278006
CCL18,P55774,CCL18,ENSG00000278167
FCGRT,P55899,FCGRT,ENSG00000104870
GFRA1,P56159,GFRA1,ENSG00000151892
ITGA1,P56199,ITGA1,ENSG00000213949
WNT3,P56703,WNT3,ENSG00000277641
WNT3,P56703,WNT3,ENSG00000108379
WNT3A,P56704,WNT3A,ENSG00000154342
WNT4,P56705,WNT4,ENSG00000162552
WNT7B,P56706,WNT7B,ENSG00000188064
NRG3,P56975,NRG3,ENSG00000185737
JAM2,P57087,JAM2,ENSG00000154721
INHBE,P58166,INHBE,ENSG00000139269
PROK1,P58294,PROK1,ENSG00000143125
LILRA4,P59901,LILRA4,ENSG00000277092
LILRA4,P59901,LILRA4,ENSG00000274185
LILRA4,P59901,LILRA4,ENSG00000239961
LILRA4,P59901,LILRA4,ENSG00000276798
IL2,P60568,IL2,ENSG00000109471
CXCR4,P61073,CXCR4,ENSG00000121966
SST,P61278,SST,ENSG00000157005
B2M,P61769,B2M,ENSG00000166710
B2M,P61769,B2M,ENSG00000273686
TGFB2,P61812,TGFB2,ENSG00000092969
PPIA,P62937,PPIA,ENSG00000196262
SIRPA,P78324,SIRPA,ENSG00000198053
CX3CL1,P78423,CX3CL1,ENSG00000006210
JAG1,P78504,JAG1,ENSG00000101384
RELN,P78509,RELN,ENSG00000189056
IL13RA1,P78552,IL13RA1,ENSG00000131724
CCL20,P78556,CCL20,ENSG00000115009
CCL8,P80075,CCL8,ENSG00000108700
CCL7,P80098,CCL7,ENSG00000108688
CXCL6,P80162,CXCL6,ENSG00000124875
LCN2,P80188,LCN2,ENSG00000148346
DLK1,P80370,DLK1,ENSG00000185559
PRLH,P81277,PRLH,ENSG00000071677
VLDLR,P98155,VLDLR,ENSG00000147852
EFNB1,P98172,EFNB1,ENSG00000090776
NDP,Q00604,NDP,ENSG00000124479
IL9R,Q01113,IL9R,ENSG00000124334
IL5RA,Q01344,IL5RA,ENSG00000091181
IL1RL1,Q01638,IL1RL1,ENSG00000115602
MC2R,Q01718,MC2R,ENSG00000185231
MC1R,Q01726,MC1R,ENSG00000258839
COL4A3,Q01955,COL4A3,ENSG00000169031
ROR1,Q01973,ROR1,ENSG00000185483
ROR2,Q01974,ROR2,ENSG00000169071
TNFRSF17,Q02223,TNFRSF17,ENSG00000048462
NRG1,Q02297,NRG1,ENSG00000157168
COL7A1,Q02388,COL7A1,ENSG00000114270
DSG1,Q02413,DSG1,ENSG00000134760
DSC2,Q02487,DSC2,ENSG00000134755
GHRHR,Q02643,GHRHR,ENSG00000106128
TEK,Q02763,TEK,ENSG00000120156
TGFBR3,Q03167,TGFBR3,ENSG00000069702
PPARD,Q03181,PPARD,ENSG00000112033
PLAUR,Q03405,PLAUR,ENSG00000011422
PTH1R,Q03431,PTH1R,ENSG00000160801
COL10A1,Q03692,COL10A1,ENSG00000123500
NOTCH2,Q04721,NOTCH2,ENSG00000134250
ACVR1,Q04771,ACVR1,ENSG00000115170
MST1R,Q04912,MST1R,ENSG00000164078
COL14A1,Q05707,COL14A1,ENSG00000187955
CHRNB3,Q05901,CHRNB3,ENSG00000147432
TYRO3,Q06418,TYRO3,ENSG00000092445
LTB,Q06643,LTB,ENSG00000238114
LTB,Q06643,LTB,ENSG00000223448
LTB,Q06643,LTB,ENSG00000204487
LTB,Q06643,LTB,ENSG00000206437
LTB,Q06643,LTB,ENSG00000236925
LTB,Q06643,LTB,ENSG00000236237
LTB,Q06643,LTB,ENSG00000227507
LTB,Q06643,LTB,ENSG00000231314
TNFRSF9,Q07011,TNFRSF9,ENSG00000049249
COL16A1,Q07092,COL16A1,ENSG00000084636
CXCL9,Q07325,CXCL9,ENSG00000138755
KLRC3,Q07444,KLRC3,ENSG00000205810
PPARA,Q07869,PPARA,ENSG00000186951
IL10RB,Q08334,IL10RB,ENSG00000243646
DSC1,Q08554,DSC1,ENSG00000134765
CD47,Q08722,CD47,ENSG00000196776
FGL1,Q08830,FGL1,ENSG00000104760
APOBR,Q0VD83,APOBR,ENSG00000184730
BST2,Q10589,BST2,ENSG00000130303
CNTN1,Q12860,CNTN1,ENSG00000018236
MERTK,Q12866,MERTK,ENSG00000153208
KLRB1,Q12918,KLRB1,ENSG00000111796
IL24,Q13007,IL24,ENSG00000162892
NR1H3,Q13133,NR1H3,ENSG00000025434
KLRD1,Q13241,KLRD1,ENSG00000134539
PTGDR,Q13258,PTGDR,ENSG00000168229
IL15RA,Q13261,IL15RA,ENSG00000134470
SEMA3F,Q13275,SEMA3F,ENSG00000001617
GPR17,Q13304,GPR17,ENSG00000144230
CRHR2,Q13324,CRHR2,ENSG00000106113
PTPRS,Q13332,PTPRS,ENSG00000105426
ITGAD,Q13349,ITGAD,ENSG00000156886
FZD5,Q13467,FZD5,ENSG00000163251
MADCAM1,Q13477,MADCAM1,ENSG00000099866
IL18R1,Q13478,IL18R1,ENSG00000115604
PNOC,Q13519,PNOC,ENSG00000168081
SEMA5A,Q13591,SEMA5A,ENSG00000112902
PTCH1,Q13635,PTCH1,ENSG00000185920
HTR4,Q13639,HTR4,ENSG00000164270
IL10RA,Q13651,IL10RA,ENSG00000110324
ITGA7,Q13683,ITGA7,ENSG00000135424
ACVR2B,Q13705,ACVR2B,ENSG00000114739
ALCAM,Q13740,ALCAM,ENSG00000170017
ITGA9,Q13797,ITGA9,ENSG00000144668
BMPR2,Q13873,BMPR2,ENSG00000204217
COL4A6,Q14031,COL4A6,ENSG00000197565
COL9A3,Q14050,COL9A3,ENSG00000092758
COL9A2,Q14055,COL9A2,ENSG00000049089
LRP8,Q14114,LRP8,ENSG00000157193
IL18,Q14116,IL18,ENSG00000150782
DSG2,Q14126,DSG2,ENSG00000046604
EBI3,Q14213,EBI3,ENSG00000105246
SELPLG,Q14242,SELPLG,ENSG00000110876
FZD2,Q14332,FZD2,ENSG00000180340
GAS6,Q14393,GAS6,ENSG00000183087
SEMA3A,Q14563,SEMA3A,ENSG00000075213
DSC3,Q14574,DSC3,ENSG00000134762
IHH,Q14623,IHH,ENSG00000163501
IL11RA,Q14626,IL11RA,ENSG00000137070
IL13RA2,Q14627,IL13RA2,ENSG00000123496
ICAM4,Q14773,ICAM4,ENSG00000105371
PTGR1,Q14914,PTGR1,ENSG00000106853
KIR3DS1,Q14943,KIR3DS1,ENSG00000275434
COL19A1,Q14993,COL19A1,ENSG00000082293
PDCD1,Q15116,PDCD1,ENSG00000276977
PDCD1,Q15116,PDCD1,ENSG00000188389
PTGES3,Q15185,PTGES3,ENSG00000110958
NECTIN1,Q15223,NECTIN1,ENSG00000110400
ERBB4,Q15303,ERBB4,ENSG00000178568
EPHA7,Q15375,EPHA7,ENSG00000135333
ANGPT1,Q15389,ANGPT1,ENSG00000154188
DHCR24,Q15392,DHCR24,ENSG00000116133
SHH,Q15465,SHH,ENSG00000164690
LTB4R,Q15722,LTB4R,ENSG00000213903
LTB4R,Q15722,LTB4R,ENSG00000285456
SLC1A5,Q15758,SLC1A5,ENSG00000105281
CD226,Q15762,CD226,ENSG00000150637
EFNB3,Q15768,EFNB3,ENSG00000108947
CHRNA2,Q15822,CHRNA2,ENSG00000120903
CHRNA6,Q15825,CHRNA6,ENSG00000147434
ADIPOQ,Q15848,ADIPOQ,ENSG00000181092
NTRK3,Q16288,NTRK3,ENSG00000140538
IL17A,Q16552,IL17A,ENSG00000112115
ACKR1,Q16570,ACKR1,ENSG00000213088
C3AR1,Q16581,C3AR1,ENSG00000171860
CALCRL,Q16602,CALCRL,ENSG00000064989
NTRK2,Q16620,NTRK2,ENSG00000148053
CCL14,Q16627,CCL14,ENSG00000276409
CCL14,Q16627,CCL14,ENSG00000277236
PTGIS,Q16647,PTGIS,ENSG00000124212
CCL15,Q16663,CCL15,ENSG00000275718
CCL15,Q16663,CCL15,ENSG00000275528
AMHR2,Q16671,AMHR2,ENSG00000135409
LAMA3,Q16787,LAMA3,ENSG00000053747
LTC4S,Q16873,LTC4S,ENSG00000283887
LTC4S,Q16873,LTC4S,ENSG00000213316
COL24A1,Q17RW2,COL24A1,ENSG00000171502
MICB,Q29980,MICB,ENSG00000206449
MICB,Q29980,MICB,ENSG00000227772
MICB,Q29980,MICB,ENSG00000204516
MICB,Q29980,MICB,ENSG00000234218
MICB,Q29980,MICB,ENSG00000238289
MICA,Q29983,MICA,ENSG00000235233
MICA,Q29983,MICA,ENSG00000183214
RSPO4,Q2I0M5,RSPO4,ENSG00000101282
RSPO1,Q2MKA7,RSPO1,ENSG00000169218
COL28A1,Q2UY09,COL28A1,ENSG00000215018
HFE,Q30201,HFE,ENSG00000010704
TIGIT,Q495A1,TIGIT,ENSG00000181847
CDON,Q4KMG0,CDON,ENSG00000064309
HSD17B12,Q53GQ0,HSD17B12,ENSG00000149084
TREML2,Q5T2D2,TREML2,ENSG00000112195
SFRP5,Q5T4F7,SFRP5,ENSG00000120057
ARTN,Q5T4W7,ARTN,ENSG00000117407
COL13A1,Q5TAT6,COL13A1,ENSG00000197467
IL23R,Q5VWK5,IL23R,ENSG00000162594
RAET1L,Q5VY80,RAET1L,ENSG00000155918
CD276,Q5ZPR3,CD276,ENSG00000103855
NCR3LG1,Q68D85,NCR3LG1,ENSG00000188211
SFRP4,Q6FHJ7,SFRP4,ENSG00000106483
LAIR1,Q6GTX8,LAIR1,ENSG00000276163
LAIR1,Q6GTX8,LAIR1,ENSG00000167613
LAIR1,Q6GTX8,LAIR1,ENSG00000278154
LAIR1,Q6GTX8,LAIR1,ENSG00000276053
LAIR1,Q6GTX8,LAIR1,ENSG00000274110
RAET1G,Q6H3X3,RAET1G,ENSG00000203722
SIGIRR,Q6IA17,SIGIRR,ENSG00000185187
GDF6,Q6KF10,GDF6,ENSG00000156466
FDX2,Q6P4F2,FDX2,ENSG00000267673
CSPG4,Q6UVK1,CSPG4,ENSG00000173546
CLEC2A,Q6UVW9,CLEC2A,ENSG00000188393
IGFL1,Q6UW32,IGFL1,ENSG00000188293
EPGN,Q6UW88,EPGN,ENSG00000182585
IL27RA,Q6UWB1,IL27RA,ENSG00000104998
C10orf99,Q6UWK7,C10orf99,ENSG00000188373
IGFL2,Q6UWQ7,IGFL2,ENSG00000204866
IGFL3,Q6UXB1,IGFL3,ENSG00000188624
IL20RB,Q6UXL0,IL20RB,ENSG00000174564
RSPO2,Q6UXX9,RSPO2,ENSG00000147655
UNC5D,Q6UXZ4,UNC5D,ENSG00000156687
NPSR1,Q6W5P4,NPSR1,ENSG00000187258
SOSTDC1,Q6X4U4,SOSTDC1,ENSG00000171243
NSMF,Q6X4W1,NSMF,ENSG00000165802
SIGLEC15,Q6ZMC9,SIGLEC15,ENSG00000197046
SCARA5,Q6ZMJ2,SCARA5,ENSG00000168079
IL34,Q6ZMJ4,IL34,ENSG00000157368
UNC5A,Q6ZN44,UNC5A,ENSG00000113763
HTR3D,Q70Z44,HTR3D,ENSG00000186090
UTS2B,Q765I0,UTS2B,ENSG00000188958
CATSPER4,Q7RTX7,CATSPER4,ENSG00000188782
ADM2,Q7Z4H4,ADM2,ENSG00000128165
GDF7,Q7Z4P5,GDF7,ENSG00000143869
TAFA5,Q7Z5A7,TAFA5,ENSG00000219438
TAFA1,Q7Z5A9,TAFA1,ENSG00000183662
BMP8A,Q7Z5Y6,BMP8A,ENSG00000183682
BTLA,Q7Z6A9,BTLA,ENSG00000186265
ADIPOR2,Q86V24,ADIPOR2,ENSG00000285070
ADIPOR2,Q86V24,ADIPOR2,ENSG00000006831
IFNE,Q86WN2,IFNE,ENSG00000184995
CATSPERD,Q86XM0,CATSPERD,ENSG00000174898
CATSPER3,Q86XQ3,CATSPER3,ENSG00000152705
TMEM219,Q86XT9,TMEM219,ENSG00000149932
GPHB5,Q86YW7,GPHB5,ENSG00000179600
KLB,Q86Z14,KLB,ENSG00000134962
IFNL1,Q8IU54,IFNL1,ENSG00000182393
IFNLR1,Q8IU57,IFNLR1,ENSG00000185436
MT-RNR2,Q8IVG9,MT-RNR2,ENSG00000210082
COL27A1,Q8IZC6,COL27A1,ENSG00000196739
IFNL3,Q8IZI9,IFNL3,ENSG00000197110
IFNL2,Q8IZJ0,IFNL2,ENSG00000183709
UNC5B,Q8IZJ1,UNC5B,ENSG00000107731
CADM3,Q8N126,CADM3,ENSG00000162706
LILRB2,Q8N423,LILRB2,ENSG00000274513
LILRB2,Q8N423,LILRB2,ENSG00000131042
LILRB2,Q8N423,LILRB2,ENSG00000276146
LILRB2,Q8N423,LILRB2,ENSG00000275463
SFRP1,Q8N474,SFRP1,ENSG00000104332
IL22RA1,Q8N6P7,IL22RA1,ENSG00000142677
CD177,Q8N6Q3,CD177,ENSG00000204936
NPW,Q8N729,NPW,ENSG00000183971
IL17RC,Q8NAC3,IL17RC,ENSG00000163702
DAGLB,Q8NCG7,DAGLB,ENSG00000164535
KREMEN2,Q8NCW0,KREMEN2,ENSG00000131650
CATSPER1,Q8NEC5,CATSPER1,ENSG00000175294
ACVR1C,Q8NER5,ACVR1C,ENSG00000123612
IL27,Q8NEV9,IL27,ENSG00000197272
PROKR2,Q8NFJ6,PROKR2,ENSG00000101292
IL17RE,Q8NFR9,IL17RE,ENSG00000163701
COL22A1,Q8NFW1,COL22A1,ENSG00000169436
SEMA6D,Q8NFY4,SEMA6D,ENSG00000137872
CADM4,Q8NFZ8,CADM4,ENSG00000105767
NPB,Q8NG41,NPB,ENSG00000183979
LILRB4,Q8NHJ6,LILRB4,ENSG00000275730
LILRB4,Q8NHJ6,LILRB4,ENSG00000186818
LILRB1,Q8NHL6,LILRB1,ENSG00000274669
LILRB1,Q8NHL6,LILRB1,ENSG00000277807
PRXL2B,Q8TBF2,PRXL2B,ENSG00000157870
PROKR1,Q8TCW9,PROKR1,ENSG00000169618
RAET1E,Q8TD07,RAET1E,ENSG00000164520
CD200R1,Q8TD46,CD200R1,ENSG00000163606
HAVCR2,Q8TDQ0,HAVCR2,ENSG00000135077
OXER1,Q8TDS5,OXER1,ENSG00000162881
RXFP4,Q8TDU9,RXFP4,ENSG00000173080
GPR151,Q8TDV0,GPR151,ENSG00000173250
SLC22A17,Q8WUG5,SLC22A17,ENSG00000092096
NRG4,Q8WWG1,NRG4,ENSG00000169752
IL1F10,Q8WWZ1,IL1F10,ENSG00000136697
HTR3C,Q8WXA8,HTR3C,ENSG00000178084
RXFP2,Q8WXD0,RXFP2,ENSG00000133105
