uniprot,protein_name,transmembrane,peripheral,secreted,secreted_desc,secreted_highlight,receptor,receptor_desc,integrin,biosynthetic_pathway_desc,biosynthetic_pathway,other,other_desc,tags,tags_reason,tags_description,pfam,version
P01031,CO5_HUMAN,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00207;PF07703;PF07677;PF01821;PF17790;PF01835;PF17791;PF17789;PF01759;PF07678;,CellPhoneDBcore<=4.0
P01042,KNG1_HUMAN,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00031;,CellPhoneDBcore<=4.0
P01127,PDGFB_HUMAN,FALSE,FALSE,TRUE,Growthfactor,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00341;PF04692;,CellPhoneDBcore<=4.0
P01133,EGF_HUMAN,FALSE,FALSE,TRUE,Growthfactor,TRUE,FALSE,,FALSE,,FALSE,FALSE,,To_add | To_comment,secreted_add | secreted_high| extracellular _add,Uniprot: EGF stimulates the growth of various epidermal and epithelial tissues in vivo and in vitro and of some fibroblasts in cell culture.,PF00008;PF07645;PF00058;,CellPhoneDBcore<=4.0
P01135,TGFA_HUMAN,TRUE,FALSE,TRUE,Growthfactor,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P01137,TGFB1_HUMAN,FALSE,FALSE,TRUE,Growthfactor,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00019;PF00688;,CellPhoneDBcore<=4.0
P01138,NGF_HUMAN,FALSE,FALSE,TRUE,Growthfactor,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00243;,CellPhoneDBcore<=4.0
P01148,GON1_HUMAN,FALSE,FALSE,TRUE,Hormone,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00446;,CellPhoneDBcore<=4.0
P01160,ANF_HUMAN,FALSE,FALSE,TRUE,Hormone,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00212;,CellPhoneDBcore<=4.0
P01178,NEU1_HUMAN,FALSE,FALSE,TRUE,Hormone,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00220;PF00184;,CellPhoneDBcore<=4.0
P01185,NEU2_HUMAN,FALSE,FALSE,TRUE,Hormone,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00220;PF00184;,CellPhoneDBcore<=4.0
P01189,COLI_HUMAN,FALSE,FALSE,TRUE,Hormone,TRUE,FALSE,,FALSE,,TRUE,FALSE,,,,,PF00976;PF08384;PF08035;,CellPhoneDBcore<=4.0
P01210,PENK_HUMAN,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF01160;,CellPhoneDBcore<=4.0
P01213,PDYN_HUMAN,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P01222,TSHB_HUMAN,FALSE,FALSE,TRUE,Hormone,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00007;,CellPhoneDBcore<=4.0
P01225,FSHB_HUMAN,FALSE,FALSE,TRUE,Hormone,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00007;,CellPhoneDBcore<=4.0
P01229,LSHB_HUMAN,FALSE,FALSE,TRUE,Hormone,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00007;,CellPhoneDBcore<=4.0
P01236,PRL_HUMAN,FALSE,FALSE,TRUE,Hormone,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00103;,CellPhoneDBcore<=4.0
P01241,SOMA_HUMAN,FALSE,FALSE,TRUE,Hormone,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00103;,CellPhoneDBcore<=4.0
P01242,SOM2_HUMAN,FALSE,FALSE,TRUE,Hormone,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00103;,CellPhoneDBcore<=4.0
P01258,CALC_HUMAN,FALSE,FALSE,TRUE,Hormone,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00214;,CellPhoneDBcore<=4.0
P01266,THYG_HUMAN,FALSE,FALSE,TRUE,Hormone,TRUE,FALSE,,FALSE,,TRUE,FALSE,,,,,PF00135;PF07699;PF00086;,CellPhoneDBcore<=4.0
P01270,PTHY_HUMAN,FALSE,FALSE,TRUE,Hormone,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF01279;,CellPhoneDBcore<=4.0
P01275,GLUC_HUMAN,FALSE,FALSE,TRUE,Hormone,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00123;,CellPhoneDBcore<=4.0
P01282,VIP_HUMAN,FALSE,FALSE,TRUE,Hormone,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00123;,CellPhoneDBcore<=4.0
P01286,SLIB_HUMAN,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00123;,CellPhoneDBcore<=4.0
P01308,INS_HUMAN,FALSE,FALSE,TRUE,Hormone,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00049;,CellPhoneDBcore<=4.0
P01344,IGF2_HUMAN,FALSE,FALSE,TRUE,Growthfactor | Hormone,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF08365;PF00049;,CellPhoneDBcore<=4.0
P01350,GAST_HUMAN,FALSE,FALSE,TRUE,Hormone,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00918;,CellPhoneDBcore<=4.0
P01374,TNFB_HUMAN,FALSE,FALSE,TRUE,Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00229;,CellPhoneDBcore<=4.0
P01375,TNFA_HUMAN,TRUE,FALSE,TRUE,Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00229;,CellPhoneDBcore<=4.0
IFNA1,IFNA1,FALSE,FALSE,TRUE,Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00143;,CellPhoneDBcore<=4.0
P01563,IFNA2_HUMAN,FALSE,FALSE,TRUE,Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00143;,CellPhoneDBcore<=4.0
P01566,IFN10_HUMAN,FALSE,FALSE,TRUE,Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00143;,CellPhoneDBcore<=4.0
P01567,IFNA7_HUMAN,FALSE,FALSE,TRUE,Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00143;,CellPhoneDBcore<=4.0
P01568,IFN21_HUMAN,FALSE,FALSE,TRUE,Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00143;,CellPhoneDBcore<=4.0
P01569,IFNA5_HUMAN,FALSE,FALSE,TRUE,Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00143;,CellPhoneDBcore<=4.0
P01570,IFN14_HUMAN,FALSE,FALSE,TRUE,Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00143;,CellPhoneDBcore<=4.0
P01571,IFN17_HUMAN,FALSE,FALSE,TRUE,Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00143;,CellPhoneDBcore<=4.0
P01574,IFNB_HUMAN,FALSE,FALSE,TRUE,Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00143;,CellPhoneDBcore<=4.0
P01579,IFNG_HUMAN,FALSE,FALSE,TRUE,Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00714;,CellPhoneDBcore<=4.0
P01583,IL1A_HUMAN,FALSE,FALSE,TRUE,Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00340;PF02394;,CellPhoneDBcore<=4.0
P01584,IL1B_HUMAN,FALSE,FALSE,TRUE,Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00340;PF02394;,CellPhoneDBcore<=4.0
P01588,EPO_HUMAN,FALSE,FALSE,TRUE,Hormone,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00758;,CellPhoneDBcore<=4.0
P01589,IL2RA_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,Cytokine_receptor_add,FALSE,,FALSE,FALSE,,To_add,,Cytokine_receptor_add (uniprot),PF00084;,CellPhoneDBcore<=4.0
P01732,CD8A_HUMAN,TRUE,FALSE,TRUE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,To_comment,Receptor_add,,PF07686;,CellPhoneDBcore<=4.0
P02452,CO1A1_HUMAN,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,collagen,PF01410;PF01391;PF00093;,CellPhoneDBcore<=4.0
P02458,CO2A1_HUMAN,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,collagen,PF01410;PF01391;PF00093;,CellPhoneDBcore<=4.0
P02461,CO3A1_HUMAN,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,collagen,PF01410;PF01391;PF00093;,CellPhoneDBcore<=4.0
P02462,CO4A1_HUMAN,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,collagen,PF01413;PF01391;,CellPhoneDBcore<=4.0
P02647,APOA1_HUMAN,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P02649,APOE_HUMAN,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P02652,APOA2_HUMAN,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P02671,FIBA_HUMAN,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF08702;PF12160;PF00147;,CellPhoneDBcore<=4.0
P02675,FIBB_HUMAN,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF08702;PF00147;,CellPhoneDBcore<=4.0
P02679,FIBG_HUMAN,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF08702;PF00147;,CellPhoneDBcore<=4.0
P02708,ACHA_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P02751,FINC_HUMAN,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00039;PF00040;PF00041;,CellPhoneDBcore<=4.0
P02753,RET4_HUMAN,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P02768,ALBU_HUMAN,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00273;,CellPhoneDBcore<=4.0
P02775,CXCL7_HUMAN,FALSE,FALSE,TRUE,Growthfactor | Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00048;,CellPhoneDBcore<=4.0
P02776,PLF4_HUMAN,FALSE,FALSE,TRUE,Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00048;,CellPhoneDBcore<=4.0
P02778,CXL10_HUMAN,FALSE,FALSE,TRUE,Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00048;,CellPhoneDBcore<=4.0
P02786,TFR1_HUMAN,TRUE,FALSE,TRUE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF02225;PF04389;PF04253;,CellPhoneDBcore<=4.0
P02787,TRFE_HUMAN,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P03971,MIS_HUMAN,FALSE,FALSE,TRUE,Growthfactor,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF04709;PF00019;,CellPhoneDBcore<=4.0
P04004,VTNC_HUMAN,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00045;PF01033;,CellPhoneDBcore<=4.0
P04070,PROC_HUMAN,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P04083,ANXA1_HUMAN,FALSE,TRUE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00191;,CellPhoneDBcore<=4.0
P04085,PDGFA_HUMAN,FALSE,FALSE,TRUE,Growthfactor,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00341;PF04692;,CellPhoneDBcore<=4.0
P04090,REL2_HUMAN,FALSE,FALSE,TRUE,Hormone,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00049;,CellPhoneDBcore<=4.0
P04114,APOB_HUMAN,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P04141,CSF2_HUMAN,FALSE,FALSE,TRUE,Growthfactor | Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF01109;,CellPhoneDBcore<=4.0
P04216,THY1_HUMAN,TRUE,FALSE,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00047;,CellPhoneDBcore<=4.0
P04233,HG2A_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,Cytokine_receptor,FALSE,,FALSE,FALSE,,To_comment,Receptor_add,Chemokine_receptor_add,PF09307;PF08831;PF00086;,CellPhoneDBcore<=4.0
P04275,VWF_HUMAN,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF08742;PF01826;PF00092;PF16164;PF00093;PF00094;,CellPhoneDBcore<=4.0
P04626,ERBB2_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,https://www.ncbi.nlm.nih.gov/pubmed/22505611,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P04628,WNT1_HUMAN,FALSE,FALSE,TRUE,CellSignal_WNT,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00110;,CellPhoneDBcore<=4.0
P04629,NTRK1_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF13855;PF07714;PF16920;PF18613;,CellPhoneDBcore<=4.0
P05000,IFNW1_HUMAN,FALSE,FALSE,TRUE,Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00143;,CellPhoneDBcore<=4.0
P05013,IFNA6_HUMAN,FALSE,FALSE,TRUE,Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00143;,CellPhoneDBcore<=4.0
P05014,IFNA4_HUMAN,FALSE,FALSE,TRUE,Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00143;,CellPhoneDBcore<=4.0
P05015,IFN16_HUMAN,FALSE,FALSE,TRUE,Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00143;,CellPhoneDBcore<=4.0
P05019,IGF1_HUMAN,FALSE,FALSE,TRUE,Growthfactor,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00049;,CellPhoneDBcore<=4.0
P05067,A4_HUMAN,TRUE,FALSE,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,To_add,,ligandIUPHAR,PF10515;PF12924;PF12925;PF02177;PF03494;PF00014;,CellPhoneDBcore<=4.0
P05106,ITB3_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,Migration,PF07974;PF18372;PF08725;PF07965;PF00362;PF17205;,CellPhoneDBcore<=4.0
P05107,ITB2_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,To_add,,Integrin (uniprot),PF08725;PF07965;PF00362;PF17205;,CellPhoneDBcore<=4.0
P05111,INHA_HUMAN,FALSE,FALSE,TRUE,Growthfactor | Hormone,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00019;,CellPhoneDBcore<=4.0
P05112,IL4_HUMAN,FALSE,FALSE,TRUE,Growthfactor | Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00727;,CellPhoneDBcore<=4.0
P05113,IL5_HUMAN,FALSE,FALSE,TRUE,Growthfactor | Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF02025;,CellPhoneDBcore<=4.0
P05230,FGF1_HUMAN,FALSE,FALSE,TRUE,Growthfactor,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00167;,CellPhoneDBcore<=4.0
P05231,IL6_HUMAN,FALSE,FALSE,TRUE,Growthfactor | Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00489;,CellPhoneDBcore<=4.0
P05362,ICAM1_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,To_add | To_comment,,Iglike | ligandIUPHAR,PF03921;,CellPhoneDBcore<=4.0
P05556,ITB1_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,Migration,PF07974;PF18372;PF08725;PF07965;PF00362;PF17205;,CellPhoneDBcore<=4.0
P05997,CO5A2_HUMAN,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,Collagen,PF01410;PF01391;PF00093;,CellPhoneDBcore<=4.0
P06213,INSR_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF00757;PF17870;PF07714;PF01030;,CellPhoneDBcore<=4.0
P06239,LCK_HUMAN,TRUE,FALSE,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,To_comment,Extracellular_add,,PF07714;PF00017;PF00018;,CellPhoneDBcore<=4.0
P06307,CCKN_HUMAN,FALSE,FALSE,TRUE,Hormone,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00918;,CellPhoneDBcore<=4.0
P06729,CD2_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,To_add | To_comment,Receptor_add,Iglike | Receptor_add,PF05790;PF07686;,CellPhoneDBcore<=4.0
P06731,CEAM5_HUMAN,TRUE,FALSE,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,To_comment,Adhesion_add,,PF13895;PF07686;,CellPhoneDBcore<=4.0
P06734,FCER2_HUMAN,TRUE,FALSE,TRUE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF00059;,CellPhoneDBcore<=4.0
P06756,ITAV_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,To_add | To_comment,Adhesion_add,Migration | Adhesion_add (uniprot),PF01839;PF00357;PF08441;,CellPhoneDBcore<=4.0
P06850,CRF_HUMAN,FALSE,FALSE,TRUE,Hormone,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00473;,CellPhoneDBcore<=4.0
P07204,TRBM_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,To_add,,endothelial cell receptor (uniprot),,CellPhoneDBcore<=4.0
P07237,PDIA1_HUMAN,FALSE,TRUE,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P07333,CSF1R_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF00047;PF07714;,CellPhoneDBcore<=4.0
P07359,GP1BA_HUMAN,TRUE,FALSE,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,To_add,,a surface membrane protein of platelets (uniprot),PF13855;PF01462;,CellPhoneDBcore<=4.0
P07492,GRP_HUMAN,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF02044;,CellPhoneDBcore<=4.0
P07550,ADRB2_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF00001;,CellPhoneDBcore<=4.0
P07602,SAP_HUMAN,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF02199;PF05184;PF03489;,CellPhoneDBcore<=4.0
P07949,RET_HUMAN,TRUE,FALSE,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00028;PF07714;PF17756;PF17812;PF17813;,CellPhoneDBcore<=4.0
P07996,TSP1_HUMAN,FALSE,TRUE,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,To_add | To_comment,Extracellular_add,Adhesive glycoprotein that mediates cell-to-cell and cell-to-matrix interactions (uniprot),PF00090;PF02412;PF05735;PF00093;,CellPhoneDBcore<=4.0
P08069,IGF1R_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF00757;PF07714;PF01030;,CellPhoneDBcore<=4.0
P08123,CO1A2_HUMAN,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,Collagen,PF01410;PF01391;,CellPhoneDBcore<=4.0
P08138,TNR16_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,TNF_receptor_add,FALSE,,FALSE,FALSE,,To_add,,TNF_receptor_add (uniprot),PF00531;PF18422;PF00020;,CellPhoneDBcore<=4.0
P08172,ACM2_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P08173,ACM4_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P08174,DAF_HUMAN,TRUE,FALSE,TRUE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF00084;,CellPhoneDBcore<=4.0
P08253,MMP2_HUMAN,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00040;PF00045;PF00413;PF01471;,CellPhoneDBcore<=4.0
P08476,INHBA_HUMAN,FALSE,FALSE,TRUE,Growthfactor | Hormone,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00019;PF00688;,CellPhoneDBcore<=4.0
P08514,ITA2B_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,To_add,,Integrin (uniprot),PF01839;PF00357;PF08441;,CellPhoneDBcore<=4.0
P08572,CO4A2_HUMAN,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,Collagen,PF01413;PF01391;,CellPhoneDBcore<=4.0
P08575,PTPRC_HUMAN,TRUE,FALSE,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,To_add | To_comment,transmembrane_add | extracellular_add,Uniprot: Protein tyrosine-protein phosphatase required for T-cell activation,PF12567;PF00041;PF12453;PF00102;,CellPhoneDBcore<=4.0
P08581,MET_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,To_add | To_comment,transmembrane_add | receptor_add | extracellular_add,,PF07714;PF01437;PF01403;PF01833;,CellPhoneDBcore<=4.0
P08588,ADRB1_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P08620,FGF4_HUMAN,FALSE,FALSE,TRUE,Growthfactor,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00167;,CellPhoneDBcore<=4.0
P08648,ITA5_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,To_add,,Integrin (uniprot),PF01839;PF08441;,CellPhoneDBcore<=4.0
P08700,IL3_HUMAN,FALSE,FALSE,TRUE,Growthfactor | Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF02059;,CellPhoneDBcore<=4.0
P08887,IL6RA_HUMAN,TRUE,FALSE,TRUE,Cytokine,TRUE,TRUE,Cytokine_receptor_add,FALSE,,FALSE,FALSE,,,,,PF00047;PF09240;,CellPhoneDBcore<=4.0
P08908,5HT1A_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P08912,ACM5_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P08913,ADA2A_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P08949,NMB_HUMAN,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P09038,FGF2_HUMAN,FALSE,FALSE,TRUE,Growthfactor,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00167;,CellPhoneDBcore<=4.0
P09172,DOPO_HUMAN,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,TRUE,FALSE,,,,,,CellPhoneDBcore<=4.0
P09326,CD48_HUMAN,TRUE,FALSE,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,To_comment,Extracellular_add,,PF13895;PF07686;,CellPhoneDBcore<=4.0
P09341,GROA_HUMAN,FALSE,FALSE,TRUE,Growthfactor | Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00048;,CellPhoneDBcore<=4.0
P09529,INHBB_HUMAN,FALSE,FALSE,TRUE,Growthfactor | Hormone,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00019;PF00688;,CellPhoneDBcore<=4.0
P09544,WNT2_HUMAN,FALSE,FALSE,TRUE,CellSignal_WNT,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00110;,CellPhoneDBcore<=4.0
P09603,CSF1_HUMAN,TRUE,FALSE,TRUE,Growthfactor | Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF05337;,CellPhoneDBcore<=4.0
P09619,PGFRB_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,To_comment,,Migration,PF07679;PF00047;PF07714;,CellPhoneDBcore<=4.0
P09681,GIP_HUMAN,FALSE,FALSE,TRUE,Hormone,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00123;,CellPhoneDBcore<=4.0
P09683,SECR_HUMAN,FALSE,FALSE,TRUE,Hormone,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00123;,CellPhoneDBcore<=4.0
P09917,LOX5_HUMAN,FALSE,FALSE,FALSE,,FALSE,FALSE,,FALSE,,TRUE,FALSE,,To_add,,,PF00305;PF01477;,CellPhoneDBcore<=4.0
P09919,CSF3_HUMAN,FALSE,FALSE,TRUE,Growthfactor | Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF16647;,CellPhoneDBcore<=4.0
P0C0L4,CO4A_HUMAN,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P0C0P6,NPS_HUMAN,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF14993;,CellPhoneDBcore<=4.0
